Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
cc_antimalarial_tx,registro_casos_de_malaria,Datos del tratamiento y seguimiento,checkbox,Tratamiento antimalárico,"1, Cloroquina | 2, Primaquina (7 días) | 3, Artesunato-Mefloquina | 4, Mefloquina | 5, Primaquina (dosis única) | 6, Artesunato IV | 7, Coartem (Artemeter+Lumefantrina) | 8, Tafenoquina | 99, Otro",,,,,,,y,LV,,,,
cc_other_tx_specify,registro_casos_de_malaria,,text,Precisar otro,,,,,,,[cc_antimalarial_tx(99)] = '1',y,LV,,,,
cc_residence_time,registro_casos_de_malaria,,radio,Tiempo residencia del participante en la comunidad ,"1, Toda la vida | 2, Un año o más | 3, Menos de un año | 98, No Sabe",,,,,,,y,LV,,,,
cc_specify_years,registro_casos_de_malaria,,dropdown,Precisar tiempo en años,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 20+",,,,,,[cc_residence_time] = '2',y,LV,,,,
cc_specify_months,registro_casos_de_malaria,,dropdown,Precisar tiempo en meses,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11",,,,,,[cc_residence_time] = '3',y,LV,,,,
cc_hh_head_travel,registro_casos_de_malaria,,radio,"¿Viajó fuera de la comunidad en el último mes, excluyendo los viajes la semana pasada?","1, Si | 2, No | 97, No Responde",,,,,,,y,LV,,,,
cc_specify_hh_travel_times,registro_casos_de_malaria,,text,Precisar número de veces ,,,integer,1,,,[cc_hh_head_travel] = '1',y,LV,,,,
cc_hh_spend_night,registro_casos_de_malaria,,radio,¿En alguno de los viajes tuvo que pernoctar (pasar la noche)?,"1, Si | 2, No | 97, No Responde",,,,,,[cc_hh_head_travel] = '1',y,LV,,,,
cc_number_of_night,registro_casos_de_malaria,"<div class=""rich-text-field-label""><p>Datos del último viaje con pernoctación fuera de la comunidad:</p></div>",dropdown,Numero de noches pernoctadas,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 30+",,,,,,[cc_hh_spend_night] = '1',y,LV,,,,
cc_destination,registro_casos_de_malaria,,text,Destino,,"País, departamento, distrito, localidad",,,,,[cc_hh_spend_night] = '1',y,LV,,,,
cc_reason_last_trip,registro_casos_de_malaria,,checkbox,Motivo principal del último viaje con pernoctación fuera de la comunidad,"1, Trabajo | 2, Atención de salud | 3, Turismo | 4, Asuntos personales | 5, Estudio | 6, Tramites | 99, Otro",,,,,,[cc_hh_spend_night] = '1',y,LV,,,,
cc_specify_other_reason,registro_casos_de_malaria,,text,Precisar Otro motivo,,,,,,,[cc_reason_last_trip(99)] = '1',y,LV,,,,
cc_specify_work,registro_casos_de_malaria,,checkbox,Precisar tipo de trabajo,"0, Ninguna | 1, Agricultor | 2, Extractor/recolector de madera | 3, Cazador | 4, Pescador | 5, Artesano/jornalero | 6, Comerciante | 7, Ama de casa | 8, Estudiante | 9, Jubilado/pensionista | 99, Otro (precisar)",,,,,,[cc_reason_last_trip(1)] = '1',y,LV,,,,
cc_specify_other_work,registro_casos_de_malaria,,text,Precisar otro trabajo,,,,,,,[cc_specify_work(99)] = '1',y,LV,,,,
cc_transport,registro_casos_de_malaria,,checkbox,Medio de transporte,"1, Bote | 2, Carro | 3, Motocarro | 4, Motocicleta | 99, Otro",,,,,,[cc_hh_spend_night] = '1',y,LV,,,,
cc_transport_other,registro_casos_de_malaria,,text,Otro medio de transporte,,,,,,,[cc_transport(99)] = '1',,LV,,,,
cc_sleep_loc,registro_casos_de_malaria,,checkbox,Lugar/lugares donde durmió en el último viaje?,"1, Casa | 2, Hotel, hostal albergue | 3, Campo | 99, Otro",,,,,,[cc_hh_spend_night] = '1',y,LV,,,,
cc_specify_other_place,registro_casos_de_malaria,,text,Precisar otro lugar,,,,,,,[cc_sleep_loc(99)] = '1',y,LV,,,,
cc_mosq_sleep,registro_casos_de_malaria,,radio,Usó mosquitero en el lugar donde durmió?,"1, Si | 2, No",,,,,,[cc_hh_spend_night] = '1',y,LV,,,,
cost_interviewer,costos_malaria,Identificación participante,dropdown,Digitador,"1, SHELL MORI | 2, SAMANTHA SOLIS | 3, DANIEL FLORES | 4, ALEXANDER GOODRICH",,autocomplete,,,,,y,,,,,
cost_date,costos_malaria,,text,Fecha de registro,,Fecha del documento fuente,date_dmy,,,,,y,,,,,
cost_pt_code,costos_malaria,,text,Código de participante,,,,,,,,y,,,,,
cost_pt_age,costos_malaria,,text,Edad,,,integer,0,125,,,y,,,,,
cost_date_mal_diag,costos_malaria,,text,Fecha de diagnóstico de malaria,,,date_dmy,,,,,y,,,,,
cost_mal_spec,costos_malaria,,dropdown,Especie diagnosticada,"1, P. vivax | 2, P. falciparum | 3, Mixto Pv / Pf | 4, Negativo | 98, No sabe",,,,,,,y,,,,,
cost_diag_visits,costos_malaria,"Hace poco tuvo malaria. Recuerde la visita o visitas al establecimiento de salud que tuvo que realizar para que le hicieron el diagnóstico de malaria.  
",text,¿Cuántas visitas tuvo que realizar al establecimiento de salud hasta que finalmente le realizaron el diagnóstico de malaria?,,Contar solo las visitas exclusivamente para el diagnóstico,integer,0,20,,,y,,,,,
cost_diag_transp,costos_malaria,,text,¿Cuánto pagó en total en transporte para realizar dichas visitas al establecimiento? (Soles),,Contar solo las visitas exclusivamente para el diagnóstico e incluir gastos de transporte de acompañantes,integer,0,1000,,[cost_diag_visits] >0,y,,,,,
cost_diag_consult,costos_malaria,,radio,En la visita/s para el diagnóstico ¿Pagó la consulta? ,"1, Si | 2, No",,,,,,[cost_diag_visits] >0,y,,,,,
cost_diag_test,costos_malaria,,radio,En la visita/s para el diagnóstico ¿Pagó la prueba de malaria?,"1, Si | 2, No",,,,,,[cost_diag_visits] >0,y,,,,,
cost_diag_other,costos_malaria,,radio,En la visita/s para el diagnóstico ¿Pagó alguna otra cosa?,"1, Si | 2, No",,,,,,[cost_diag_visits] >0,y,,,,,
cost_diag_other_amt,costos_malaria,,text,Precisar lo que pagó (Soles),,,,,,,[cost_diag_other] = '1',,,,,,
cost_diag_total,costos_malaria,,text,En función de sus respuestas anteriores (sin considerar transporte) ¿podría estimar cuanto pagó en total para que le hicieran el diagnostico? (Soles),,,integer,0,1000,,[cost_diag_consult] = '1' or [cost_diag_test] = '1' or [cost_diag_other] ='1',,,,,,
cost_treat_visits,costos_malaria,"Hace poco tuvo malaria. Recuerde la visita o visitas al establecimiento de salud que tuvo que realizar para que le dieran el tratamiento 

(para todos los sub-ítems hay que excluir la visita en la que le administraron la dosis inicial de tratamiento antimalarico, si en la misma también se le hizo el diagnostico)
",text,¿Cuántas visitas tuvo que realizar al establecimiento de salud para el tratamiento de malaria (recibir todas las dosis)?,,Contar solo las visitas exclusivamente para el tratamiento,integer,0,20,,,y,,,,,
cost_treat_transp,costos_malaria,,text,¿Cuánto pagó en total en transporte para realizar dichas visitas al establecimiento? (Soles),,Contar solo las visitas exclusivamente para tratamiento e incluir gastos de transporte de acompañantes,integer,0,1000,,[cost_treat_visits] >0,y,,,,,
cost_treat_consult,costos_malaria,,radio,En la visita/s para el tratamiento ¿Pagó la consulta? ,"1, Si | 2, No",,,,,,[cost_treat_visits]>0,y,,,,,
cost_treat_meds,costos_malaria,,radio,En la visita/s para el tratamiento ¿Pagó el tratamiento de malaria?,"1, Si | 2, No",,,,,,[cost_treat_visits]>0,y,,,,,
cost_treat_other,costos_malaria,,radio,En la visita/s para el tratamiento ¿Pagó alguna otra cosa?,"1, Si | 2, No",,,,,,[cost_treat_visits]>0,y,,,,,
cost_treat_other_amt,costos_malaria,,text,Precisar lo que pagó (Soles),,,,,,,[cost_treat_other] = '1',,,,,,
cost_treat_total,costos_malaria,,text,En función de sus respuestas anteriores (sin considerar transporte) ¿podría estimar cuanto pagó en total para que le hicieran el tratamiento? (Soles),,,integer,0,1000,,[cost_treat_consult] = '1' or [cost_treat_meds] = '1' or [cost_treat_other] = '1',y,,,,,
cost_after_visits,costos_malaria,Hace poco tuvo malaria. Recuerde la visita o visitas al establecimiento de salud que tuvo que realizar DESPUES DE TERMINADO EL TRATAMIENTO,text,¿Cuántas visitas tuvo que realizar al establecimiento de salud luego de terminar el tratamiento,,Contar solo las visitas exclusivamente para el diagnóstico,integer,0,20,,,y,,,,,
cost_after_transp,costos_malaria,,text,¿Cuánto pagó en total en transporte para realizar dichas visitas al establecimiento? (Soles),,Contar solo las visitas exclusivamente para el diagnóstico e incluir gastos de transporte de acompañantes,integer,0,1000,,[cost_after_visits] >'0',y,,,,,
cost_after_consult,costos_malaria,,radio,En la visita/s luego del tratamiento ¿Pagó la consulta? ,"1, Si | 2, No",,,,,,[cost_after_visits] > '0',y,,,,,
cost_after_test,costos_malaria,,radio,En la visita/s luego del tratamiento ¿Pagó alguna nueva prueba de malaria?,"1, Si | 2, No",,,,,,[cost_after_visits]>'0',y,,,,,
cost_after_other,costos_malaria,,radio,En la visita/s luego del tratamiento ¿Pagó alguna otra cosa?,"1, Si | 2, No",,,,,,[cost_after_visits]>0,y,,,,,
cost_after_other_amt,costos_malaria,,text,Precisar lo que pagó (Soles),,,,,,,[cost_after_other] = '1',,,,,,
cost_after_total,costos_malaria,,text,En función de sus respuestas anteriores (sin considerar transporte) ¿podría estimar cuanto pagó en total luego que se realizó el diagnostico? (Soles),,,integer,0,1000,,[cost_after_consult] = '1' or [cost_after_test] = '1' or [cost_after_other] = '1',y,,,,,
cost_hosp,costos_malaria,Hospitalización,radio,¿Estuvo en el hospital por este episodio de malaria? ,"1, Si | 2, No",,,,,,,y,,,,,
cost_hosp_transp,costos_malaria,,text,¿Cuánto pagó en total en transporte durante la hospitalización? (Soles),,Incluir gastos de transporte de acompañantes,integer,0,1000,,[cost_hosp] = '1',y,,,,,
cost_hosp_total,costos_malaria,,text,¿Podría estimar cuanto pagó en total durante la hospitalización? (Soles),,"Incluir todos los gastos de la  hospitalización (estancia, medicinas, pruebas de laboratorio y otros), sin considerar transporte",integer,0,1000,,[cost_hosp] = '1',y,,,,,
cost_ind_habit,costos_malaria,Costos indirectos individuo con malaria,text,"En total, ¿cuantos días no pudo (dejó de) realizar actividades habituales debido a su reciente enfermedad con malaria? ",,"Trabajar, estudiar, hacer tareas domésticas, actividades familiares o actividades durante el tiempo libre",integer,0,30,,,y,,,,,
cost_ind_econ,costos_malaria,,dropdown,"En total, ¿cuantos días no pudo (dejó de) trabajar en su actividad económica principal debido a su reciente enfermedad con malaria?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,[cost_pt_age] >= 15,y,,,,,
cost_ind_school,costos_malaria,,dropdown,"En total, ¿cuántos días no fue al colegio debido a su reciente enfermedad con malaria?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,[cost_pt_age] >= 6 and [cost_pt_age] < 15,y,,,,,
cost_ind_fam,costos_malaria,Costos indirectos familiares y acompañantes,radio,¿Alguno de los miembros de su familia (con edades de 6 a más años) tuvo que dejar de trabajar o ausentarse en el colegio para acompañar a la persona con malaria y/o cuidarlo?  ,"1, Si | 2, No",,,,,,,y,,,,,
cost_ind_fam_num,costos_malaria,,dropdown,¿Cuántas personas?,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,[cost_ind_fam] = '1',y,,,,,
cost_fam_1,costos_malaria,Detalles costos indirectos familiares y acompañantes,text,Iniciales del familiar 1,,,alpha_only,,,,[cost_ind_fam_num] = '1' or [cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',,,,,,
cost_fam_1_age,costos_malaria,,text,Edad del familiar 1,,,number,6,100,,[cost_ind_fam_num] = '1' or [cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',y,,,,,
cost_fam_1_work,costos_malaria,,dropdown,"En total, ¿cuantos días no pudo (dejó de) trabajar en su actividad económica principal debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"([cost_ind_fam_num] = '1' or [cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5')
and [cost_fam_1_age]>=15",y,,,,,
cost_fam_1_school,costos_malaria,,dropdown,"En total, ¿cuántos días no fue al colegio debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"([cost_ind_fam_num] = '1' or [cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5')
and ([cost_fam_1_age]>=6 and [cost_fam_1_age]<15)",y,,,,,
cost_fam_2,costos_malaria,,text,Iniciales del familiar 2,,,alpha_only,,,,[cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',,,,,,
cost_fam_2_age,costos_malaria,,text,Edad del familiar 2,,,number,6,100,,[cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',y,,,,,
cost_fam_2_work,costos_malaria,,dropdown,"En total, ¿cuantos días no pudo (dejó de) trabajar en su actividad económica principal debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"[cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5'
and [cost_fam_2_age]>=15",y,,,,,
cost_fam_2_school,costos_malaria,,dropdown,"En total, ¿cuántos días no fue al colegio debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"[cost_ind_fam_num] = '2' or [cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5'
and [cost_fam_2_age]>=6 and [cost_fam_2_age]<15",y,,,,,
cost_fam_3,costos_malaria,,text,Iniciales del familiar 3,,,alpha_only,,,,[cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',,,,,,
cost_fam_3_age,costos_malaria,,text,Edad del familiar 3,,,number,6,100,,[cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',y,,,,,
cost_fam_3_work,costos_malaria,,dropdown,"En total, ¿cuantos días no pudo (dejó de) trabajar en su actividad económica principal debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"[cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5'
and [cost_fam_3_age]>=15",y,,,,,
cost_fam_3_school,costos_malaria,,dropdown,"En total, ¿cuántos días no fue al colegio debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"[cost_ind_fam_num] = '3' or [cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5'
and [cost_fam_3_age]>=6 and [cost_fam_3_age]<15",y,,,,,
cost_fam_4,costos_malaria,,text,Iniciales del familiar 4,,,alpha_only,,,,[cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',,,,,,
cost_fam_4_age,costos_malaria,,text,Edad del familiar 4,,,number,6,100,,[cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5',y,,,,,
cost_fam_4_work,costos_malaria,,dropdown,"En total, ¿cuantos días no pudo (dejó de) trabajar en su actividad económica principal debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"[cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5'
and [cost_fam_4_age]>=15",y,,,,,
cost_fam_4_school,costos_malaria,,dropdown,"En total, ¿cuántos días no fue al colegio debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,"[cost_ind_fam_num] = '4' or [cost_ind_fam_num] = '5'
and [cost_fam_4_age]>=6 and [cost_fam_4_age]<15",y,,,,,
cost_fam_5,costos_malaria,,text,Iniciales del familiar 5,,,alpha_only,,,,[cost_ind_fam_num] = '5',,,,,,
cost_fam_5_age,costos_malaria,,text,Edad del familiar 5,,,number,6,100,,[cost_ind_fam_num] = '5',y,,,,,
cost_fam_5_work,costos_malaria,,dropdown,"En total, ¿cuantos días no pudo (dejó de) trabajar en su actividad económica principal debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,[cost_ind_fam_num] = '5' and [cost_fam_5_age]>=15,y,,,,,
cost_fam_5_school,costos_malaria,,dropdown,"En total, ¿cuántos días no fue al colegio debido a la enfermedad del paciente?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30",,,,,,[cost_ind_fam_num] = '5' and [cost_fam_5_age]>=6 and [cost_fam_5_age]<15,y,,,,,
cost_fam_plus,costos_malaria,,radio,¿Había más que 5 personas que tuvo que dejar de trabajar o ausentarse en el colegio para acompañar a la persona con malaria y/o cuidarlo?  ,"1, Si | 2, No",,,,,,[cost_ind_fam_num] = '5',,,,,,
cost_fam_plus_num,costos_malaria,,text,¿Cuántas personas más que los 5 ya registradas?  ,,,integer,1,20,,[cost_fam_plus] = '1',,,,,,
ae_report,registro_de_ea_no_serio,INSTRUCCIONES: Este formulario se usará sólo para notificar los EA no serios grado 1 y 2 reportables para el estudio. Estos EA no serios deben ser RELACIONADOS A LA MEDICACIÓN DE ESTUDIO en el brazo de intervención dentro de los 7 días de seguimiento según el esquema recibido.,radio,Reporte,"1, Inicial | 2, Seguimiento | 3, Final",,,,,,,,LV,,,,
ae_tracking_num,registro_de_ea_no_serio,,text,Seguimiento número,,,,,,,[ae_report] = '2',y,LV,,,,
ae_id,registro_de_ea_no_serio,,text,Código del participante,,,,,,,,y,LV,,,,
ae_report_date,registro_de_ea_no_serio,,text,Fecha de reporte,,Documento fuente,date_dmy,,,,,y,LV,,,,
ae_date_aware,registro_de_ea_no_serio,,text,Fecha de la primera toma de conocimiento del evento,,,date_dmy,,,,,y,LV,,,,
ae_adverse_event,registro_de_ea_no_serio,,checkbox,"EVENTO ADVERSO (Nombre del evento. Si es posible, agrupar en un solo diagnóstico o síndrome de ser posible, en lugar de una lista de síntomas. No usar abreviaturas. Usar diccionario médico MEDRA o de la OMS)","1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez (Posheco) | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Aumento de Frecuencia cardiaca | 9, Fiebre | 10, Náuseas | 11, Vómitos | 99, Otros",,,,,,,y,LV,,,,
ae_specify_other,registro_de_ea_no_serio,,text,"Si marcó ""otro"", especifique",,,,,,,[ae_adverse_event(99)] = '1',y,LV,,,,
ae_start_date,registro_de_ea_no_serio,,text,Fecha de Inicio del EA,,,date_dmy,,,,,y,LV,,,,
ae_ongoing,registro_de_ea_no_serio,,radio,Continúa el EA?,"1, Si | 2, No",,,,,,,y,LV,,,,
ae_severity,registro_de_ea_no_serio,,radio,Severidad (según Tabla del DAIDS),"1, Leve (Grado 1) | 2, Moderado (Grado 2)",,,,,,[ae_ongoing] = '1',y,LV,,,,
ae_end_date,registro_de_ea_no_serio,,text,Fecha de término,,,date_dmy,,,,[ae_ongoing] = '2',y,LV,,,,
ae_trx_a,registro_de_ea_no_serio,,radio,Esquema de tratamiento del estudio (ronda a),"1, CQ (3 días) + PQ (7 días) | 2, CQ (3 días) + TQ (dosis única)",,,,,,,y,LV,,,,
ae_trx_b,registro_de_ea_no_serio,,radio,Esquema de tratamiento del estudio (ronda b),"1, CQ (dosis única) + PQ (7 días) | 2, CQ (dosis única) + TQ (dosis única)",,,,,,,y,LV,,,,
ae_additional_action,registro_de_ea_no_serio,,radio,"¿Se tomaron otras medidas adicionales en respuesta a este EA? (terapia, Tratamiento, derivación a consulta médica, etc.)  ","1, Si | 2, No",,,,,,,y,LV,,,,
ae_action_specify,registro_de_ea_no_serio,,radio,"Si la respuesta es afirmativa, especificar qué medidas se tomaron","1, Realizar seguimiento telefónico | 2, Indicar al participante que no tome más dosis del esquema de fMDA | 3, Programar una visita médica de seguimiento | 4, Dar por finalizado el EA",,,,,,[ae_additional_action] = '1',y,LV,,,,
ae_initials_dr,registro_de_ea_no_serio,,text,Iniciales del médico responsable de la investigación,,,,,,,,y,LV,,,,
ae_initials_digital,registro_de_ea_no_serio,,dropdown,Digitador que llenó el formato,"1, SHELL MORI | 2, SAMANTHA SOLIS",,autocomplete,,,,,y,LV,,,,
ae_complete_date,registro_de_ea_no_serio,,text,Fecha que se completa el formato,,En REDCap,date_dmy,,,,,y,LV,,,,
sae_type,formato_de_reporte_eas,,radio,Reporte,"1, Inicial | 2, Seguimiento | 3, Final",,,,,,,y,,,,,
sae_digitize,formato_de_reporte_eas,,dropdown,Digitador,"1, SHELL MORI | 2, SAMANTHA SOLIS",,autocomplete,,,,,y,,,,,
sae_date_rep,formato_de_reporte_eas,Información del reporte,text,Fecha de reporte,,,date_dmy,,,,,y,,,,,
sae_num,formato_de_reporte_eas,,text,Número del reporte,,,,,,,,y,,,,,
sae_id,formato_de_reporte_eas,,text,Código del participante,,,,,,y,,y,,,,,
sae_sex,formato_de_reporte_eas,,dropdown,Sexo,"1, Hombre | 2, Mujer",,,,,,,y,,,,,
sae_age,formato_de_reporte_eas,,text,Edad,,,integer,0,125,,,y,,,,,
sae_wght_curr,formato_de_reporte_eas,,text,Peso actual (Kg),,,integer,3,200,,,y,,,,,
sae_height,formato_de_reporte_eas,,text,Altura,,,,,,,,,,,,,
sae_describe,formato_de_reporte_eas,Datos del evento adverso serio,notes,Describa el evento adverso serio,,,,,,,,y,,,,,
sae_type_expect,formato_de_reporte_eas,,radio,Tipo de Evento,"1, Esperado (solo AHA) | 2, Inseperado (todo lo que no sea AHA) | 3, N. A.",,,,,,,y,,,,,
sae_death,formato_de_reporte_eas,"Criterios del EAS

El paciente cumple cualquiera de los siguientes criterios para un EAS, según el IP del estudio:",radio,El evento desencadenó la muerte,"1, Si | 2, No",,,,,,,y,,,,,
sae_risk_life,formato_de_reporte_eas,,radio,El evento puso en riesgo la vida del participante,"1, Si | 2, No",,,,,,,y,,,,,
sae_req_hosp,formato_de_reporte_eas,,radio,El evento requirió o prolongó hospitalización,"1, Si | 2, No",,,,,,,y,,,,,
sae_perm_disabil,formato_de_reporte_eas,,radio,El evento produjo discapacidad/incapacidad permanente o significativa,"1, Si | 2, No",,,,,,,y,,,,,
sae_evnt_congnt,formato_de_reporte_eas,,radio,El evento produjo anomalía o malformación congénita,"1, Si | 2, No",,,,,,,y,,,,,
