LOC_DIS,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,BASIN,Selected,XGD,YGD,dist_minutes_cat3,dist_minutes_cat2,dist_minutes_cat1,dist_minutes_all,urban,landc,cobVeg,cobVeg_simbol,year,cases,api,specie
KURANDA COCHA_ANDOAS,KURANDA COCHA,ANDOAS,DATEM DEL MARAÑON,17,NA,No,-76.62207838,-4.00319344,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
BELLO HORIZONTE_BALSAPUERTO,BELLO HORIZONTE,BALSAPUERTO,ALTO AMAZONAS,36,NA,No,-76.6220821,-5.60658829,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
BELLA ORIENTE_BALSAPUERTO,BELLA ORIENTE,BALSAPUERTO,ALTO AMAZONAS,81,NA,No,-76.62237752,-5.60470878,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVA UNION_BARRANCA,NUEVA UNION,BARRANCA,DATEM DEL MARAÑON,34,NA,No,-76.6225936,-4.84333236,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SOLEDAD_BALSAPUERTO,SOLEDAD,BALSAPUERTO,ALTO AMAZONAS,561,NA,No,-76.62387746,-5.66960293,3916,501,6,6,0,8,Pajonal andino,Pj,2018,0,0,P. falciparum
ATAHUALPA_BALSAPUERTO,ATAHUALPA,BALSAPUERTO,ALTO AMAZONAS,85,NA,No,-76.62641192,-5.61994159,4192,670,128,128,0,2,Agricultura costera y andina,Agri,2018,0,0,P. falciparum
HORTENCIACOCHA_ANDOAS,HORTENCIACOCHA,ANDOAS,DATEM DEL MARAÑON,186,NA,No,-76.62814663,-4.08765432,NA,NA,NA,NA,NA,NA,NA,NA,2018,77,413.9784946,P. falciparum
P.V. BOBONAZA_ANDOAS,P.V. BOBONAZA,ANDOAS,DATEM DEL MARAÑON,0,NA,No,-76.62876503,-2.60037352,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
KUNAM ENTSA_ANDOAS,KUNAM ENTSA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.6299,-3.246248333,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,NA,P. falciparum
KUNAM ENTSA_ANDOAS,KUNAM ENTSA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.63053381,-3.24545394,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,NA,P. falciparum
BELEN_ANDOAS,BELEN,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.63094176,-3.22061065,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
PUERTO GERMAN_BARRANCA,PUERTO GERMAN,BARRANCA,DATEM DEL MARAÑON,NA,NA,No,-76.63617945,-4.84785821,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
NUEVA ALIANZA_CAHUAPANAS,NUEVA ALIANZA,CAHUAPANAS,DATEM DEL MARAÑON,154,NA,No,-76.63742101,-5.33178982,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
REINO UNIDO_BALSAPUERTO,REINO UNIDO,BALSAPUERTO,ALTO AMAZONAS,165,NA,No,-76.63777793,-5.67527518,3864,517,0,0,0,10,Matorral arbustivo,Ma,2018,0,0,P. falciparum
SANTA ELENA_CAHUAPANAS,SANTA ELENA,CAHUAPANAS,DATEM DEL MARAÑON,140,NA,No,-76.64069053,-4.8802139,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PUERTO FRANCO_ANDOAS,PUERTO FRANCO,ANDOAS,DATEM DEL MARAÑON,55,NA,No,-76.64161833,-3.250198333,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,254.5454545,P. falciparum
PUERTO FRANCO_ANDOAS,PUERTO FRANCO,ANDOAS,DATEM DEL MARAÑON,55,NA,No,-76.64179751,-3.25036423,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,254.5454545,P. falciparum
NUEVO CANAAN_ANDOAS,NUEVO CANAAN,ANDOAS,DATEM DEL MARAÑON,33,NA,No,-76.6437258,-3.19891374,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,90.90909091,P. falciparum
PAMPA HERMOSA_BALSAPUERTO,PAMPA HERMOSA,BALSAPUERTO,ALTO AMAZONAS,65,NA,No,-76.64525811,-5.6216666,4115,726,103,103,0,2,Bofedal,Bo,2018,0,0,P. falciparum
WARARAY_ANDOAS,WARARAY,ANDOAS,DATEM DEL MARAÑON,24,NA,No,-76.6474,-2.7259,NA,NA,NA,NA,NA,NA,NA,NA,2018,2,83.33333333,P. falciparum
SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI,ANDOAS,DATEM DEL MARAÑON,343,NA,No,-76.6484,-3.6307,NA,NA,NA,NA,NA,NA,NA,NA,2018,59,172.0116618,P. falciparum
PUCALLPILLO_BALSAPUERTO,PUCALLPILLO,BALSAPUERTO,ALTO AMAZONAS,227,NA,No,-76.6496355,-5.59134115,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
TSUWAT ENTSA_ANDOAS,TSUWAT ENTSA,ANDOAS,DATEM DEL MARAÑON,99,NA,No,-76.65061,-3.175108333,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,60.60606061,P. falciparum
TSUWAT ENTSA_ANDOAS,TSUWAT ENTSA,ANDOAS,DATEM DEL MARAÑON,99,NA,No,-76.65107348,-3.17512531,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,60.60606061,P. falciparum
NUEVO PROGRESO_ANDOAS,NUEVO PROGRESO,ANDOAS,DATEM DEL MARAÑON,152,NA,No,-76.6528405,-4.07217345,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
VILLA ALEGRE_BALSAPUERTO,VILLA ALEGRE,BALSAPUERTO,ALTO AMAZONAS,101,NA,No,-76.65569457,-5.67203389,3808,550,32,32,0,8,Centro minero,Mi,2018,0,0,P. falciparum
NUEVO CAJAMARCA_CAHUAPANAS,NUEVO CAJAMARCA,CAHUAPANAS,DATEM DEL MARAÑON,71,NA,No,-76.65708221,-5.31051373,NA,NA,NA,NA,NA,NA,NA,NA,2018,1,14.08450704,P. falciparum
SAN MIGUEL_BALSAPUERTO,SAN MIGUEL,BALSAPUERTO,ALTO AMAZONAS,130,NA,No,-76.65767894,-5.71181602,3642,631,7,7,0,8,Pajonal andino,Pj,2018,0,0,P. falciparum
MUSAKARUSHA_PASTAZA,MUSAKARUSHA,PASTAZA,DATEM DEL MARAÑON,55,NA,No,-76.65769402,-4.4513809,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,254.5454545,P. falciparum
SAN ANTONIO_BALSAPUERTO,SAN ANTONIO,BALSAPUERTO,ALTO AMAZONAS,325,NA,No,-76.65889363,-5.715433201,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SAN JUAN DE PALOMETAYACU_BALSAPUERTO,SAN JUAN DE PALOMETAYACU,BALSAPUERTO,ALTO AMAZONAS,0,NA,No,-76.66154741,-5.55105852,4688,1207,470,470,0,2,Matorral arbustivo,Ma,2018,0,NA,P. falciparum
KUSHILLA_ANDOAS,KUSHILLA,ANDOAS,DATEM DEL MARAÑON,247,NA,No,-76.66576752,-3.57097064,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SOLEDAD DE HUITOYACU_BALSAPUERTO,SOLEDAD DE HUITOYACU,BALSAPUERTO,ALTO AMAZONAS,162,NA,No,-76.66622047,-5.68069456,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
ANGAMOS_BARRANCA,ANGAMOS,BARRANCA,DATEM DEL MARAÑON,210,NA,No,-76.66799999,-4.83499109,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
LURIN_BARRANCA,LURIN,BARRANCA,DATEM DEL MARAÑON,11,NA,No,-76.67186077,-4.84473952,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SAN JUAN DE PARANAPURA_BALSAPUERTO,SAN JUAN DE PARANAPURA,BALSAPUERTO,ALTO AMAZONAS,NA,NA,No,-76.6736162,-5.5720721,3826,67,2,2,0,8,Pajonal andino,Pj,2018,0,NA,P. falciparum
SAN JUAN DE PARANAPURA_BALSAPUERTO,SAN JUAN DE PARANAPURA,BALSAPUERTO,ALTO AMAZONAS,NA,NA,No,-76.6736162,-5.5720721,4107,876,48,48,0,8,Areas de no bosque amazï¿½nico,Ano,2018,0,NA,P. falciparum
NUEVA ERA_BALSAPUERTO,NUEVA ERA,BALSAPUERTO,ALTO AMAZONAS,57,NA,No,-76.67468083,-5.478791393,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVO UCAYALI_ANDOAS,NUEVO UCAYALI,ANDOAS,DATEM DEL MARAÑON,84,NA,No,-76.67603288,-3.99414845,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
LORETO_BALSAPUERTO,LORETO,BALSAPUERTO,ALTO AMAZONAS,146,NA,No,-76.68998156,-5.62756156,3848,778,217,217,0,10,Pajonal andino,Pj,2018,0,0,P. falciparum
BARRANCA_BARRANCA,BARRANCA,BARRANCA,DATEM DEL MARAÑON,409,NA,No,-76.68998222,-4.82576272,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
CHARAPA COCHA_PASTAZA,CHARAPA COCHA,PASTAZA,DATEM DEL MARAÑON,41,NA,No,-76.6945752,-4.2907924,NA,NA,NA,NA,NA,NA,NA,NA,2018,7,170.7317073,P. falciparum
PUERTO WICHI_PASTAZA,PUERTO WICHI,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,-76.69492418,-4.20718775,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,NA,P. falciparum
LIBERTAD_BALSAPUERTO,LIBERTAD,BALSAPUERTO,ALTO AMAZONAS,392,NA,No,-76.69581376,-5.5543919,4024,917,6,6,0,10,Cardonal,Car,2018,0,0,P. falciparum
AIM ENTSA_ANDOAS,AIM ENTSA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.69805862,-2.71389349,NA,NA,NA,NA,NA,NA,NA,NA,2018,2,NA,P. falciparum
CENTRO AMERICA_CAHUAPANAS,CENTRO AMERICA,CAHUAPANAS,DATEM DEL MARAÑON,160,NA,No,-76.69868059,-5.33771837,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVO CHINGANA_PASTAZA,NUEVO CHINGANA,PASTAZA,DATEM DEL MARAÑON,58,NA,No,-76.70100561,-4.271061986,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,103.4482759,P. falciparum
PUERTO TANCHIMA_PASTAZA,PUERTO TANCHIMA,PASTAZA,DATEM DEL MARAÑON,17,NA,No,-76.70507316,-4.245149772,NA,NA,NA,NA,NA,NA,NA,NA,2018,1,58.82352941,P. falciparum
PUERTO PIRUMBA / PIRUMBACOCHA_PASTAZA,PUERTO PIRUMBA / PIRUMBACOCHA,PASTAZA,DATEM DEL MARAÑON,113,NA,No,-76.70545738,-4.25152954,NA,NA,NA,NA,NA,NA,NA,NA,2018,20,176.9911504,P. falciparum
PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARAÑON,24,NA,No,-76.71070022,-4.263191252,NA,NA,NA,NA,NA,NA,NA,NA,2018,13,541.6666667,P. falciparum
PIJUAYAL_ANDOAS,PIJUAYAL,ANDOAS,DATEM DEL MARAÑON,215,NA,No,-76.71988902,-3.11338264,NA,NA,NA,NA,NA,NA,NA,NA,2018,55,255.8139535,P. falciparum
CHINGANA_PASTAZA,CHINGANA,PASTAZA,DATEM DEL MARAÑON,85,NA,No,-76.72419606,-4.259521352,NA,NA,NA,NA,NA,NA,NA,NA,2018,16,188.2352941,P. falciparum
UWINTSA_ANDOAS,UWINTSA,ANDOAS,DATEM DEL MARAÑON,122,NA,No,-76.72444326,-3.11717715,NA,NA,NA,NA,NA,NA,NA,NA,2018,9,73.7704918,P. falciparum
UWINTSA_ANDOAS,UWINTSA,ANDOAS,DATEM DEL MARAÑON,122,NA,No,-76.72516,-3.117071667,NA,NA,NA,NA,NA,NA,NA,NA,2018,9,73.7704918,P. falciparum
PUERTO BASHIRI_PASTAZA,PUERTO BASHIRI,PASTAZA,DATEM DEL MARAÑON,28,NA,No,-76.72787359,-4.280368302,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,214.2857143,P. falciparum
NUEVA BARRANQUITA_BALSAPUERTO,NUEVA BARRANQUITA,BALSAPUERTO,ALTO AMAZONAS,144,NA,No,-76.73196455,-5.52771685,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SANTA CLARA_CAHUAPANAS,SANTA CLARA,CAHUAPANAS,DATEM DEL MARAÑON,17,NA,No,-76.73999167,-5.361716667,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PISTON BENAVIDES_CAHUAPANAS,PISTON BENAVIDES,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,-76.74079893,-5.37345084,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
PUERTO MATIWA_PASTAZA,PUERTO MATIWA,PASTAZA,DATEM DEL MARAÑON,21,NA,No,-76.74753774,-4.260726434,NA,NA,NA,NA,NA,NA,NA,NA,2018,16,761.9047619,P. falciparum
SANTA MERCEDES_BALSAPUERTO,SANTA MERCEDES,BALSAPUERTO,ALTO AMAZONAS,25,NA,No,-76.75047333,-5.508291666,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SAN ISIDRO_CAHUAPANAS,SAN ISIDRO,CAHUAPANAS,DATEM DEL MARAÑON,100,NA,No,-76.75142991,-5.33363683,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PUERTO REQUENA_PASTAZA,PUERTO REQUENA,PASTAZA,DATEM DEL MARAÑON,22,NA,No,-76.75211488,-4.21173854,NA,NA,NA,NA,NA,NA,NA,NA,2018,85,3863.636364,P. falciparum
PUERTO AMERICA_CAHUAPANAS,PUERTO AMERICA,CAHUAPANAS,DATEM DEL MARAÑON,62,NA,No,-76.752685,-5.054155,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVA VIDA LECHICASPI_CAHUAPANAS,NUEVA VIDA LECHICASPI,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,-76.75353067,-5.07264087,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,P. falciparum
SINCHI ROCA_CAHUAPANAS,SINCHI ROCA,CAHUAPANAS,DATEM DEL MARAÑON,80,NA,No,-76.75394006,-5.10061513,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SANTA LUCIA_CAHUAPANAS,SANTA LUCIA,CAHUAPANAS,DATEM DEL MARAÑON,156,NA,No,-76.75488931,-5.3935215,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVO LAUREL_BARRANCA,NUEVO LAUREL,BARRANCA,DATEM DEL MARAÑON,110,NA,No,-76.75811562,-4.81706666,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PUTUIM_ANDOAS,PUTUIM,ANDOAS,DATEM DEL MARAÑON,102,NA,No,-76.75915,-3.032255,NA,NA,NA,NA,NA,NA,NA,NA,2018,9,88.23529412,P. falciparum
PANDORA_CAHUAPANAS,PANDORA,CAHUAPANAS,DATEM DEL MARAÑON,155,NA,No,-76.75943139,-5.14914585,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PUTUIM_ANDOAS,PUTUIM,ANDOAS,DATEM DEL MARAÑON,102,NA,No,-76.76026009,-3.03215165,NA,NA,NA,NA,NA,NA,NA,NA,2018,9,88.23529412,P. falciparum
LIMONCOCHA_ANDOAS,LIMONCOCHA,ANDOAS,DATEM DEL MARAÑON,45,NA,No,-76.76192555,-3.72976768,NA,NA,NA,NA,NA,NA,NA,NA,2018,140,3111.111111,P. falciparum
NUEVA VIDA_BALSAPUERTO,NUEVA VIDA,BALSAPUERTO,ALTO AMAZONAS,657,NA,No,-76.76288731,-5.49255726,3939,1220,0,0,0,8,Bofedal,Bo,2018,0,0,P. falciparum
YANDUNGO_CAHUAPANAS,YANDUNGO,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,-76.76372489,-5.1963409,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
SAN PEDRO DE YANAYAQUILLO_CAHUAPANAS,SAN PEDRO DE YANAYAQUILLO,CAHUAPANAS,DATEM DEL MARAÑON,104,NA,No,-76.76415264,-5.195699881,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
TSEKUNTSA_ANDOAS,TSEKUNTSA,ANDOAS,DATEM DEL MARAÑON,260,NA,No,-76.76458615,-3.04456028,NA,NA,NA,NA,NA,NA,NA,NA,2018,35,134.6153846,P. falciparum
ESTRELLA_BARRANCA,ESTRELLA,BARRANCA,DATEM DEL MARAÑON,196,NA,No,-76.76845025,-4.81919787,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
CHAMBIRA_ANDOAS,CHAMBIRA,ANDOAS,DATEM DEL MARAÑON,133,NA,No,-76.76912803,-3.80042847,NA,NA,NA,NA,NA,NA,NA,NA,2018,35,263.1578947,P. falciparum
KUYUNTZA_ANDOAS,KUYUNTZA,ANDOAS,DATEM DEL MARAÑON,236,NA,No,-76.77093167,-3.444101667,NA,NA,NA,NA,NA,NA,NA,NA,2018,167,707.6271186,P. falciparum
WAKNIR_ANDOAS,WAKNIR,ANDOAS,DATEM DEL MARAÑON,94,NA,No,-76.77128,-3.442115,NA,NA,NA,NA,NA,NA,NA,NA,2018,38,404.2553191,P. falciparum
LOS ANGELES_BALSAPUERTO,LOS ANGELES,BALSAPUERTO,ALTO AMAZONAS,197,NA,No,-76.77328613,-5.48459646,3913,1242,21,21,0,8,Areas de no bosque amazï¿½nico,Ano,2018,0,0,P. falciparum
SAPOTE_CAHUAPANAS,SAPOTE,CAHUAPANAS,DATEM DEL MARAÑON,235,NA,No,-76.77549503,-5.221297457,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PIJUAYAL_CAHUAPANAS,PIJUAYAL,CAHUAPANAS,DATEM DEL MARAÑON,42,NA,No,-76.77919272,-5.31312893,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
CHACATAN_CAHUAPANAS,CHACATAN,CAHUAPANAS,DATEM DEL MARAÑON,305,NA,No,-76.78063786,-5.27877519,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PUERTO LIBRE_CAHUAPANAS,PUERTO LIBRE,CAHUAPANAS,DATEM DEL MARAÑON,85,NA,No,-76.78136629,-5.43588398,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
MIRAFLORES_CAHUAPANAS,MIRAFLORES,CAHUAPANAS,DATEM DEL MARAÑON,34,NA,No,-76.78357289,-5.32113852,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PALMICHE_CAHUAPANAS,PALMICHE,CAHUAPANAS,DATEM DEL MARAÑON,542,NA,No,-76.784784,-5.24631081,NA,NA,NA,NA,NA,NA,NA,NA,2018,1,1.84501845,P. falciparum
SACHAVACA_CAHUAPANAS,SACHAVACA,CAHUAPANAS,DATEM DEL MARAÑON,283,NA,No,-76.78549159,-5.35042963,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SANTA CRUZ_CAHUAPANAS,SANTA CRUZ,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,-76.78589493,-5.239846081,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
SAN MIGUEL_CAHUAPANAS,SAN MIGUEL,CAHUAPANAS,DATEM DEL MARAÑON,224,NA,No,-76.7940796,-5.35895118,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
ISLA DEL GALLO_BARRANCA,ISLA DEL GALLO,BARRANCA,DATEM DEL MARAÑON,27,NA,No,-76.80033289,-4.8190489,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
KUSTANCH_ANDOAS,KUSTANCH,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.80178,-3.041358333,NA,NA,NA,NA,NA,NA,NA,NA,2018,2,NA,P. falciparum
MAMUS_ANDOAS,MAMUS,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.80490566,-3.59673314,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA,CAHUAPANAS,DATEM DEL MARAÑON,305,NA,No,-76.80576731,-5.44436251,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
WAWAIN_ANDOAS,WAWAIN,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.8205,-3.3566,NA,NA,NA,NA,NA,NA,NA,NA,2018,38,NA,P. falciparum
28 DE JULIO DEL SILLAY_CAHUAPANAS,28 DE JULIO DEL SILLAY,CAHUAPANAS,DATEM DEL MARAÑON,118,NA,No,-76.82674167,-5.37529,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
SAMARIA_CAHUAPANAS,SAMARIA,CAHUAPANAS,DATEM DEL MARAÑON,199,NA,No,-76.82794063,-5.39908588,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PANKINTSA_ANDOAS,PANKINTSA,ANDOAS,DATEM DEL MARAÑON,224,NA,No,-76.83105872,-3.5596907,NA,NA,NA,NA,NA,NA,NA,NA,2018,23,102.6785714,P. falciparum
SAN RAMON DEL SINAR_CAHUAPANAS,SAN RAMON DEL SINAR,CAHUAPANAS,DATEM DEL MARAÑON,430,NA,No,-76.83335046,-5.4102662,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
PUERTO UNGURI_PASTAZA,PUERTO UNGURI,PASTAZA,DATEM DEL MARAÑON,95,NA,No,-76.83497772,-4.05756636,NA,NA,NA,NA,NA,NA,NA,NA,2018,15,157.8947368,P. falciparum
CHECHERTA_ANDOAS,CHECHERTA,ANDOAS,DATEM DEL MARAÑON,192,NA,No,-76.83559724,-2.87279333,NA,NA,NA,NA,NA,NA,NA,NA,2018,10,52.08333333,P. falciparum
ESPIRITU SANTO_ANDOAS,ESPIRITU SANTO,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,-76.83846628,-2.66524514,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,NA,P. falciparum
BOCA SASIPAHUA_BARRANCA,BOCA SASIPAHUA,BARRANCA,DATEM DEL MARAÑON,85,NA,No,-76.8470812,-4.82292813,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
HUAMBRACOCHA_PASTAZA,HUAMBRACOCHA,PASTAZA,DATEM DEL MARAÑON,50,NA,No,-76.85645016,-4.39094976,NA,NA,NA,NA,NA,NA,NA,NA,2018,4,80,P. falciparum
NUEVO HUAMBRACOCHA_PASTAZA,NUEVO HUAMBRACOCHA,PASTAZA,DATEM DEL MARAÑON,67,NA,No,-76.85727009,-4.38628202,NA,NA,NA,NA,NA,NA,NA,NA,2018,4,59.70149254,P. falciparum
PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL,PASTAZA,DATEM DEL MARAÑON,37,NA,No,-76.87152443,-4.351300031,NA,NA,NA,NA,NA,NA,NA,NA,2018,7,189.1891892,P. falciparum
NUEVA ALEGRIA_PASTAZA,NUEVA ALEGRIA,PASTAZA,DATEM DEL MARAÑON,49,NA,No,-76.88327489,-4.35812719,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,122.4489796,P. falciparum
PUERTO ANGARA_PASTAZA,PUERTO ANGARA,PASTAZA,DATEM DEL MARAÑON,92,NA,No,-76.88681292,-4.35911834,NA,NA,NA,NA,NA,NA,NA,NA,2018,17,184.7826087,P. falciparum
DOMINGO COCHA_PASTAZA,DOMINGO COCHA,PASTAZA,DATEM DEL MARAÑON,20,NA,No,-76.88870281,-4.35445068,NA,NA,NA,NA,NA,NA,NA,NA,2018,28,1400,P. falciparum
DOMINGO COCHA_PASTAZA,DOMINGO COCHA,PASTAZA,DATEM DEL MARAÑON,20,NA,No,-76.888735,-4.355251667,NA,NA,NA,NA,NA,NA,NA,NA,2018,28,1400,P. falciparum
SAN JOSE_BARRANCA,SAN JOSE,BARRANCA,DATEM DEL MARAÑON,47,NA,No,-76.89052435,-4.832036825,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVO JERUSALEN_PASTAZA,NUEVO JERUSALEN,PASTAZA,DATEM DEL MARAÑON,30,NA,No,-76.89253275,-4.359436686,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,466.6666667,P. falciparum
WAMPUNAS_ANDOAS,WAMPUNAS,ANDOAS,DATEM DEL MARAÑON,30,NA,No,-76.89382889,-3.08877463,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
NUEVO BELEN_PASTAZA,NUEVO BELEN,PASTAZA,DATEM DEL MARAÑON,57,NA,No,-76.8965554,-4.3443494,NA,NA,NA,NA,NA,NA,NA,NA,2018,12,210.5263158,P. falciparum
PUERTO CHUINDA_PASTAZA,PUERTO CHUINDA,PASTAZA,DATEM DEL MARAÑON,31,NA,No,-76.90547778,-4.3361502,NA,NA,NA,NA,NA,NA,NA,NA,2018,16,516.1290323,P. falciparum
PUERTO SHKEWINA_PASTAZA,PUERTO SHKEWINA,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,-76.90811136,-4.3335603,NA,NA,NA,NA,NA,NA,NA,NA,2018,7,NA,P. falciparum
KUYUNTZA_ANDOAS,KUYUNTZA,ANDOAS,DATEM DEL MARAÑON,236,NA,No,-76.9091,-3.3505,NA,NA,NA,NA,NA,NA,NA,NA,2018,167,707.6271186,P. falciparum
CHINTO_ANDOAS,CHINTO,ANDOAS,DATEM DEL MARAÑON,177,NA,No,-76.911115,-3.352193333,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,79.0960452,P. falciparum
PUERTO BELEN_PASTAZA,PUERTO BELEN,PASTAZA,DATEM DEL MARAÑON,48,NA,No,-76.91218205,-4.32577317,NA,NA,NA,NA,NA,NA,NA,NA,2018,14,291.6666667,P. falciparum
ESTEBAN COCHA_PASTAZA,ESTEBAN COCHA,PASTAZA,DATEM DEL MARAÑON,32,NA,No,-76.91394397,-4.32509872,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,187.5,P. falciparum
BAGAZAN_BARRANCA,BAGAZAN,BARRANCA,DATEM DEL MARAÑON,85,NA,No,-76.91412792,-4.82407962,NA,NA,NA,NA,NA,NA,NA,NA,2018,0,0,P. falciparum
CHUINTAR_ANDOAS,CHUINTAR,ANDOAS,DATEM DEL MARAÑON,276,NA,No,-76.91460261,-3.45975438,NA,NA,NA,NA,NA,NA,NA,NA,2018,79,286.2318841,P. falciparum
SUMBACHICOCHA_PASTAZA,SUMBACHICOCHA,PASTAZA,DATEM DEL MARAÑON,29,NA,No,-76.91650458,-4.304208477,NA,NA,NA,NA,NA,NA,NA,NA,2018,2,68.96551724,P. falciparum
TAPASHI COCHA_PASTAZA,TAPASHI COCHA,PASTAZA,DATEM DEL MARAÑON,57,NA,No,-76.91694188,-4.27840127,NA,NA,NA,NA,NA,NA,NA,NA,2018,16,280.7017544,P. falciparum
